name,ingredients,diet,prep_time,cook_time,flavor_profile,course,state,region,Recipe
Lilva Kachori,"Green garlic chutney, fresh green peas, ginger, lemon juice, plain flour",vegetarian,30,6,spicy,snack,Gujarat,West,"Take 1.5 cup all purpose flour (maida) and ½ teaspoon salt or add as required. Instead of taking only maida, you can also take half-half portion of both atta (whole wheat flour) and maida.
Add 3 tablespoons oil.
With your fingertips mix the oil with the flour for a few minutes till you get a breadcrumb like texture in the flour.
When this mixture is pressed, it should not break.
Add 6 tablespoons water in parts. Mix and begin to knead the dough.

Knead to a a semi soft dough. The dough should not be soft like a chapati dough but slightly hard and slightly soft. Cover the dough and let it rest for 30 minutes.Rinse 1.33 cup lilva beans in water.
Add the lilva beans in a grinder jar or food processor.
Without adding any water grind to a semi coarse paste. 
Do not make a fine paste. While grinding, you can use the pulse option in your mixer-grinder. Grind in short intervals of some seconds. Stop mixie, scrape the sides and then grind again.In a mortar-pestle take 1 or 2 green chilies (chopped), 1 inch ginger (chopped) and 2 medium garlic cloves (chopped). Note that garlic can be skipped. Instead of garlic, you can also use green garlic chives.
Crush to a paste. Keep aside. The paste can also be made in a small chutney grinder with the addition of 1 to 2 tablespoons water."
Mag Dhokli,"Moong beans, jaggery, red chillies, oil, salt",vegetarian,-1,-1,spicy,snack,Gujarat,West,"Take green gram flour in a bowl, add¼ teaspoon turmeric powder, ½ teaspoon red chilli powder, ¼ teaspoon coriander-cumin powder, salt, 2 tablespoons oil and sufficient water and knead into a soft dough.
Boil sufficient water in a non-stick pan.
Grease your palms with little oil. Divide the dough into small equal portions and shape each portion into coin shaped dhokli.
Add the dhoklis to the boiling water and cookon high heat for 10-15 minutes or till the dhoklis rise to the surface. Remove the pan from heat and set aside.
Heat 1 tablespoon oil in another non-stick pan, add mustard seeds and once they begin to splutter, add remaining turmeric powder, remaining coriander-cumin powder, remaining red chilli powder and dhoklis along with the water in which they were cooked. Add salt, mix well and cook for 5 minutes or till the oil separates.
Transfer into a serving bowl and serve hot."
Khichu,"Rice flour, sesame seeds, baking soda, peanut oil",vegetarian,5,10,spicy,snack,Gujarat,West,"firstly, in a large kadai take 2½ cup water.
add 1 chilli, 1 tsp cumin, ¼ tsp ajwain, ¼ tsp baking soda and 1 tsp salt. traditionally, papad khar is added in place of baking soda.
mix well and get water to boil for 3 minutes.
further, add 1 cup rice flour and stir well.
stir continuously until the rice flour absorbs all the water.
break the lumps and form a soft and fluffy mixture.
cover and simmer for 6 minutes or until rice flour are cooked completely.
finally, enjoy khichu topped with peanut oil and pickle masala."
Thepla,"Chickpea flour, methi leaves, jowar flour, wheat flour",vegetarian,15,30,spicy,snack,Gujarat,West,"firstly, in a large mixing bowl take wheat flour and besan.
also add chili powder, turmeric, sesame seeds, carom seeds and salt.
additionally, add green chili and ginger.
now add finely chopped methi leaves.
give a rough mix making sure the spices are combined well.
furthermore, add half cup of curd and combine the dough well.
additionally, add some water and knead the dough.
knead the dough to smooth and soft texture like of chapathi dough.
add 2 tsp of oil and knead the dough for 5 more minutes.
now pinch a medium sized ball dough, roll and flatten it.
also dust with some wheat flour.
further roll it in a thin circle like chapathi or paratha.
now on a hot tawa place the rolled thepla and cook for a minute.
furthermore, when the base is partly cooked, flip the methi thepla
also brush oil / ghee and press slightly.
finally, serve methi thepla with raita and pickle."
Farsi Puri,"Semolina, clarified butter, oil, white flour, black pepper",vegetarian,-1,-1,-1,snack,Gujarat,West,"firstly take 2 cup wheat flour. you can also use maida for more flaky farsi puri.
also add ¼ cup rava, 1 tsp pepper, ½ tsp cumin, ¼ tsp ajwain,½ tsp salt and 2 tbsp ghee.
crumble and mix well making sure all the spices are mixed well.
further, add ½ cup water.
knead a tight dough as of poori.
now divide the dough into half.
dust wheat flour and roll slightly thick as of poori.
prick the puri with a fork to prevent from puffing up.
using a cookie cutter/glass to cut small round puri.
fry the poori in medium hot oil. alternatively, bake in preheated oven at 180-degree celsius for 15 minutes.
fry on low flame till the farsi puri floats. this takes approx 1-2 minutes.
now continue to fry on medium flame till they turn crispy and golden in colour.
drain off the farsi puri over kitchen paper to absorb excess oil.
finally, serve farsi puri with evening chai or store in airtight container for a month."
Khaman,"Yogurt, fresh coconut, sesame seeds, semolina, gram flour",vegetarian,10,20,spicy,snack,Gujarat,West,"To make khaman dhokla, combine the
besan, semolina, sugar, ginger-green chilli
paste, lemon juice and salt with approx. %
cup of water in a deep bowl and mix well
using a whisk to get a smooth batter.

Just before steaming, add the fruit salt and
mix lightly.

Pour the mixture immediately to a greased
175 mm. (7"") diameter thali and spread
evenly by rotating the thali clockwise.
Steam in a steamer for 10 to 12 minutes or
till the dhoklas are cooked. Keep aside.
Heat the oil in a small non-stick pan and
add the mustard seeds.

When the seeds crackle, add the sesame
seeds, asafoetida, curry leaves and green
chillies and sauté on a medium flame for 30
seconds.

Add %2 cup of water and mix well.

Pour the tempering over the prepared
dhoklas and spread it evenly. Wait for 5
minutes so that the water is absorbed
completely.

Cut into pieces, garnish with coriander and
coconut serve the khaman dhokla
immediately with green chutney."
Turiya Patra Vatana sabji,"Ridge gourd, baking soda, sugar, grated coconut, peas",vegetarian,35,40,spicy,main course,Gujarat,West,"To make turiya patra, heat the oil in a
non-stick kadhai and add the cumin seeds.
When the seeds crackle, add the ridge
gourd, asafoetida, soda bi-carb and 1 cup
of water and mix well.
Cover and cook on a medium flame for 5
minutes.
Add the coconut-coriander paste, turmeric
powder and salt, mix well and cook on a
medium flame for another 5 minutes or till
the ridge gourd becomes tender, stirring
occasionally.
Add the patra and sugar, toss gently and
simmer for 2 minutes, while stirring once ini
between.
Serve turiya patra hot garnished with
coconut and coriander."
Churma Ladoo,"Whole wheat flour, khus khus, sesame seeds, dry coconut, gur",vegetarian,12,40,sweet,dessert,Rajasthan,West,"To begin making the Churma Ladoo recipe, in a large bowl, combine the whole wheat flour and 1/2 cup of the melted ghee and mix well until you get a bread crumb texture. Add a little milk at a time and knead to make a stiff dough.
Knead the mixture by hand for about 5 minutes to make firm dough. Use the palm of hands and roll 2 inch diameter size balls from the dough. The balls should be firm such that if you drop them, it should not break or crumble.
Pre heat the ghee in a kadai on medium heat making sure the ghee does not get into a smoking point. Turn the heat to low and add two balls at a time into the hot ghee and fry these balls until turn golden brown in color.
Don’t get tempted to turn the heat to high to fasten the process; it takes time for the balls need to get cooked from inside as well.
Allow the balls to turn brown gradually. The test is done by breaking a fried ball into half and if you notice it is creamy and not browned then you remember to fry the rest of the balls for a longer period of time; hence maintaining low heat during the frying process of absolutely essential.
Once you have finished frying all the balls allow them to cool completely. Once cool, crush them in a food processor to form a coarse powder like bread crumbs. Add the cardamom powder and nutmeg powder to the mixture and combine well.
In a small pan combine the jaggery and the other 1/2 cup of ghee on low heat. Once the jaggery melts, turn off the heat. 
Gradually add the melted ghee jaggery mixture to the wheat crumb mixture and combine well but rubbing it between your hands. Once you feel the mixture is reasonably soft, grease your hands with ghee and using the palm of your hands roll it into two inch diameter balls to make the ladoos
Place the poppy seeds on a platter and roll the churma ladoos on the poppy seeds to coat them evenly.
Allow the ladoos to set for an hour before serving. You can store the Churma Ladoos in air tight canisters for a couple of weeks in the refrigerator and warm them for a few seconds in the microwave before serving.
Serve the Churma Ladoo Recipe (Atta/Whole Wheat Ladoo) as a dessert after your delicious meal of Rajasthani Dal Muthiya, Mirchi Ka Chunda and Masala Chaas."
Cheera Doi,"Rice, mango, curd",vegetarian,-1,-1,sweet,dessert,West Bengal,East,"Clean the flattened rice in running water and rinse the water completely through a sieve.
Mix sugar/coconut sugar/honey with it. Traditionally, sugar drop candies (or as Bengalis call it 'batasha') are used in the recipe to add some crunch.
Now add yogurt to it and give everything a good mix. You may avoid adding any extra sugar, if you are using misti doi for the recipe.
Add banana, nuts and raisins and give everything a final mix.
Garnish with some fruits of your choice and serve. We prefer using mango, jackfruit or pomegranate in the recipe."
Gheela Pitha,"Sticky rice, rice flour, jaggery, orange rind",vegetarian,10,30,sweet,dessert,Assam,North East,"To begin making Assamese Style Ghila Pitha Recipe, soak the rice in water for 2 to 3 hours. Once soaked, drain the water completely and pat dry.
Grind the rice into a flour like mixture, it will be a little coarse.
Melt the jaggery in 1/4 cup of water and keep aside.
In a large mixing bowl, combine the ground rice flour along with the cooked rice, jaggery water, baking powder, cardamom powder, lemon zest and baking powder.
Form a dough like consistency to make Ghila Pitha. The dough should not be too hard not too soft, just enough to hold and put in a kuzhi paniyaram pan.
Heat a Kuzhi Paniyaram pan and add a few drops of oil into each one of the cavities. 
Grease your palms with oil and form small oval balls. Flatten the Ghila Pitha a little and place them in the kuzhi paniyaram pan. Fry on both sides initially on medium flame until cooked through and also golden brown from all sides.
Once done, remove the Ghila Pitha from the pan and proceed the same way with the remaining batter.
Serve the Ghila Pitha as a tea time snack or as a dessert after a good lunch. "
Khar,"Raw papaya, panch phoran masala, nigella seeds, mustard oil, fennel seeds",vegetarian,10,20,-1,main course,Assam,North East,"To begin making the Sweet & Spicy Raw Papaya Moongphali Ki Sabzi Recipe, we will first pressure cook the raw papaya with enough water and salt in a pressure cooker.
Pressure cook for about 1 whistle and switch off, allow the pressure to release naturally and drain the water and keep it aside.
Heat a skillet with oil, add mustard seeds, fennel seeds and allow it to crackle for few seconds.
Add ginger and garlic and saute until it softens. Add onion and saute till they turn translucent.
Once the onions turn translucent, add all the spice powders including red chilli powder, turmeric powder, garam masala powder, amchur powder, and give it a mix add cooked raw papaya along with crushed jaggery and salt.
Saute well until it all comes together, finally pound raw peanuts to a coarse mixture and add it into the sabzi and mix well.
Serve the Sweet & Spicy Raw Papaya Moongphali Ki Sabzi Recipe along with Tawa Paratha, Tomato Onion Tadka Raita and Pudina Rice Recipe (Spicy Mint Pulao) to enjoy your everyday meal."
